CODIGO SKU;PRODUCTO;MARCA;SERIE;PRECIO DE VENTA;STOCK INICIAL;ENTRADAS;SALIDAS;STOCK VIGENTE;CONTADOS
RYG-TNQ-0012;TANQUE GNV 26 LTR;;;1200;2;0;2;0;NO CONTADO
RYG-TNQ-0013;TANQUE GNV 28 LTR;;;1200;2;15;1;16;NO CONTADO
RYG-TNQ-0014;TANQUE GNV 40 LTR;;;1300;0;20;7;13;NO CONTADO
RYG-TNQ-0015;TANQUE GNV 55 LTR;;;1400;1;25;13;13;NO CONTADO
RYG-TPN-0001;TAPÓN DE T DE MANOMETRO;;;5;0;0;0;0;NO CONTADO
RYG-TPN-0002;TAPON DE VALVULA DE TANQUE 6MM;ESTANDAR;;2;100;0;0;100;NO CONTADO
RYG-TPN-0003;TAPON TOMA DE CARGA;ESTANDAR;;25;28;0;4;24;NO CONTADO
RYG-TEF-0001;TEFLON;ESTÁNDAR;;2;0;0;0;0;NO CONTADO
RYG-TMA-0001;TOMA DE CARGA ESPECIAL GLP;ESTÁNDAR;;120;22;16;18;20;NO CONTADO
RYG-TMA-0002;TOMA DE CARGA ESPECIAL GLP (SIN ACOPLE);;;75;0;0;0;0;NO CONTADO
RYG-TMA-0003;TOMA DE CARGA GNV;PARA MINIVAN;;180;0;0;0;0;NO CONTADO
RYG-TMA-0004;TOMA DE CARGA GNV;ESTANDAR;;180;26;0;16;10;NO CONTADO
RYG-TMA-0005;TOMA DE CARGA NORMAL GLP;ESTÁNDAR;;120;8;0;0;8;NO CONTADO
RYG-TMA-0006;TOMA DE CARGA NORMAL IGT;ESTÁNDAR;;120;48;0;0;48;NO CONTADO
RYG-TMA-0007;TOMA DE CARGA PARA HYUNDAY SONATA;ESTÁNDAR;;220;1;0;0;1;NO CONTADO
RYG-TUER-0001;TUERCA 7/16 MM;ESTANDAR;;1;0;0;0;0;NO CONTADO
RYG-TUER-0002;TUERCA DE TOMA DE CARGA GNV;ESTÁNDAR;;1;0;0;0;0;NO CONTADO
RYG-UNI-0001;UNION DE AGUA GLP : 16A 08;;;25;6;0;0;6;NO CONTADO
RYG-UNI-0002;UNION DE AGUA GLP 3/4;;;25;0;0;4;-4;NO CONTADO
RYG-UNI-0003;UNION DE AGUA GLP DE 5/8;;;25;27;0;6;21;NO CONTADO
RYG-UNI-0004;UNION DE CAÑERIA 8MM;;;25;42;0;2;40;NO CONTADO
RYG-UNI-0005;UNION DE CAÑERIA GLP 6mm;;;25;35;0;3;32;NO CONTADO
RYG-UNI-0006;UNION DE CAÑERIA GNV 6mm;;;25;57;0;1;56;NO CONTADO
RYG-VLV-0001;VALVULA CANISTER;GRAND VAN;280142310;130;2;0;0;2;NO CONTADO
RYG-VLV-0002;VALVULA CANISTER;HYUNDAI- KIA;29010-2B000;130;2;0;0;2;NO CONTADO
RYG-VLV-0003;VALVULA DE TANQUE;ESTÁNDAR;;160;-6;0;27;-33;NO CONTADO
RYG-VLV-0004;VALVULA PCV;CHEVROLET SAIL;9024070;35;9;0;2;7;NO CONTADO
RYG-VLV-0005;VALVULA PCV;DFSK/ GLORY 580;;35;12;0;2;10;NO CONTADO
RYG-VLV-0006;VALVULA PCV;KIA RIO / HYUNDAI ACCENT / ELANTRA;26740-2G000;35;6;0;0;6;NO CONTADO
RYG-VLV-0007;VALVULA PCV;N200 / N300;24516476;35;10;0;1;9;NO CONTADO
RYG-VLV-0008;VALVULA PCV;NISSAN INFINITI / ALTIMA /FRONTIER /PATHFINDER;18810-6N202;35;9;0;0;9;NO CONTADO
RYG-VLV-0009;VALVULA PCV;TOYOTA PROBOX / COROLLA / CAMRY / RAV4;12204-28030;35;13;0;0;13;NO CONTADO
RYG-VLV-0010;VALVULA PCV;CHANGAN;BN-86007;35;7;0;0;7;NO CONTADO
RYG-VLV-0011;VALVULA PCV;CHEVROLET / SUZUKI / DAEWOO;94580183;35;0;0;0;0;NO CONTADO
RYG-VLV-0012;VALVULA PCV;SUZUKI;1811853B000;35;0;0;0;0;NO CONTADO
RYG-VLV-0013;VALVULA PCV;TOYOTA TERCEL;1220410030;35;0;5;0;5;NO CONTADO
RYG-VLV-0014;VALVULA PCV;SUZUKI;18118-53B00;35;0;5;0;5;NO CONTADO
RYG-VLV-0015;VALVULA PCV;CHEVROLET;94580183;35;0;4;0;4;NO CONTADO
RYG-VAR-0001;VARIADOR DE ADVANCE/ A.E.B. COBRA;ESTÁNDAR;510N;220;9;0;0;9;NO CONTADO
RYG-VVT-0001;VVTI;KIA;;200;1;0;0;1;NO CONTADO
RYG-VVT-0002;VVTI;TOYOTA PROBOX;;200;1;0;0;1;NO CONTADO
RYG-VVT-0003;VVTI;TOYOTA YARIS;;200;1;0;0;1;NO CONTADO
RYG-VVT-0004;VVTI JAC REFINE;;;200;0;0;0;0;NO CONTADO
